paths	winner	count
15376849	2	8
1537689	1	7
1537692	1	7
153769428	0	9
15376948	2	8
153769824	0	9
153769842	1	9
153782469	0	9
153782496	0	9
153782649	1	9
153782694	0	9
153782946	1	9
153782964	0	9
1537842	1	7
153784629	1	9
153784692	1	9
153784926	1	9
15378496	2	8
1537862	1	7
153786429	0	9
153786492	1	9
153786924	0	9
15378694	2	8
1537892	1	7
153789426	0	9
153789462	1	9
153789624	0	9
153789642	1	9
153792468	0	9
15379248	2	8
1537926	1	7
153792846	1	9
153792864	0	9
1537942	1	7
1537946	1	7
153794826	1	9
15379486	2	8
1537962	1	7
153796428	0	9
153796482	1	9
153796824	0	9
15379684	2	8
1537982	1	7
15379842	2	8
153798462	1	9
1537986	1	7
15382	1	5
153842	2	6
1538462	1	7
1538467	1	7
15384692	2	8
153846972	1	9
1538472	1	7
15384762	2	8
15384769	2	8
15384792	2	8
153847962	1	9
1538492	1	7
15384962	2	8
15384967	2	8
1538497	1	7
153862	2	6
1538642	1	7
15386472	2	8
153864792	1	9
1538649	1	7
1538672	1	7
15386742	2	8
15386749	2	8
1538679	1	7
1538692	1	7
15386942	2	8
15386947	2	8
15386972	2	8
153869742	1	9
153872	2	6
1538742	1	7
15387462	2	8
153874692	1	9
15387492	2	8
15387496	2	8
1538762	1	7
1538764	1	7
15387692	2	8
15387694	2	8
1538792	1	7
1538794	1	7
15387962	2	8
153879642	1	9
153892	2	6
1538942	1	7
1538946	1	7
15389472	2	8
15389476	2	8
1538962	1	7
15389642	2	8
153896472	1	9
15389672	2	8
15389674	2	8
1538972	1	7
15389742	2	8
153897462	1	9
1538976	1	7
15392	1	5
153942678	0	9
15394268	2	8
1539427	1	7
153942867	1	9
153942876	0	9
1539462	1	7
1539467	1	7
153946827	1	9
153946872	1	9
1539472	1	7
153947628	0	9
15394768	2	8
153947826	0	9
153947862	1	9
1539482	1	7
15394862	2	8
15394867	2	8
1539487	1	7
153962478	0	9
15396248	2	8
153962748	0	9
15396278	2	8
153962847	0	9
153962874	0	9
1539642	1	7
153964728	0	9
153964782	1	9
153964827	0	9
153964872	1	9
1539672	1	7
153967428	0	9
15396748	2	8
153967824	0	9
153967842	1	9
1539682	1	7
15396842	2	8
15396847	2	8
15396872	2	8
153968742	1	9
1539724	1	7
153972648	0	9
15397268	2	8
153972846	0	9
153972864	1	9
1539742	1	7
153974628	0	9
153974682	1	9
153974826	0	9
15397486	2	8
1539762	1	7
1539764	1	7
153976824	1	9
15397684	2	8
1539782	1	7
1539784	1	7
15397862	2	8
153978642	1	9
153982467	1	9
153982476	0	9
153982647	0	9
153982674	0	9
153982746	0	9
153982764	1	9
1539842	1	7
153984627	0	9
153984672	1	9
153984726	0	9
15398476	2	8
1539862	1	7
153986427	1	9
153986472	1	9
153986724	1	9
15398674	2	8
1539872	1	7
153987426	0	9
153987462	1	9
153987624	0	9
153987642	1	9
1542367	1	7
154236879	0	9
154236897	1	9
154236978	0	9
15423698	2	8
15423768	2	8
154237698	0	9
154237869	0	9
154237896	0	9
154237968	0	9
15423798	2	8
154238	2	6
154239678	0	9
15423968	2	8
1542397	1	7
154239867	1	9
154239876	0	9
1542637	1	7
15426387	2	8
154263897	1	9
15426397	2	8
15426398	2	8
15426738	2	8
154267398	0	9
15426783	2	8
154267893	0	9
15426793	2	8
15426798	2	8
154268	2	6
154269378	0	9
15426938	2	8
1542697	1	7
154269837	1	9
154269873	0	9
15427	1	5
15428367	2	8
154283697	1	9
1542837	1	7
154283967	1	9
15428397	2	8
154286379	0	9
154286397	1	9
1542867	1	7
154286937	1	9
154286973	0	9
154287369	0	9
154287396	0	9
15428763	2	8
154287693	0	9
15428793	2	8
154287963	0	9
154289367	1	9
154289376	0	9
154289637	1	9
154289673	0	9
1542897	1	7
15429367	2	8
15429368	2	8
1542937	1	7
154293867	1	9
15429387	2	8
154296378	0	9
15429638	2	8
1542967	1	7
154296837	1	9
154296873	0	9
154297368	0	9
15429738	2	8
15429763	2	8
15429768	2	8
15429783	2	8
154297863	0	9
154298	2	6
1543267	1	7
15432687	2	8
15432689	2	8
15432697	2	8
154326987	1	9
154327	2	6
15432867	2	8
154328697	1	9
1543287	1	7
154328967	1	9
15432897	2	8
15432967	2	8
154329687	1	9
1543297	1	7
15432986	2	8
15432987	2	8
1543627	1	7
15436287	2	8
154362897	1	9
15436297	2	8
15436298	2	8
154367	2	6
15436827	2	8
154368297	1	9
1543687	1	7
15436892	2	8
15436897	2	8
15436927	2	8
154369287	1	9
1543697	1	7
154369827	1	9
15436987	2	8
15437	1	5
15438267	2	8
154382697	1	9
1543827	1	7
154382967	1	9
15438297	2	8
15438627	2	8
15438629	2	8
1543867	1	7
154386927	1	9
15438697	2	8
154387	2	6
15438926	2	8
15438927	2	8
154389627	1	9
15438967	2	8
1543897	1	7
15439267	2	8
15439268	2	8
1543927	1	7
154392867	1	9
15439287	2	8
15439627	2	8
154396287	1	9
1543967	1	7
154396827	1	9
15439687	2	8
154397	2	6
154398267	1	9
15439827	2	8
15439862	2	8
15439867	2	8
1543987	1	7
1546237	1	7
15462387	2	8
15462389	2	8
15462397	2	8
154623987	1	9
1546273	1	7
15462783	2	8
154627893	1	9
15462793	2	8
154627983	1	9
1546283	1	7
1546287	1	7
154628937	1	9
154628973	1	9
1546293	1	7
1546297	1	7
15462983	2	8
154629873	1	9
1546327	1	7
154632879	0	9
154632897	1	9
154632978	0	9
15463298	2	8
1546372	1	7
154637829	0	9
154637892	1	9
154637928	0	9
154637982	1	9
1546382	1	7
1546387	1	7
15463892	2	8
154638972	1	9
1546392	1	7
1546397	1	7
154639827	1	9
154639872	1	9
15467	1	5
154682379	0	9
154682397	1	9
1546827	1	7
154682937	1	9
154682973	0	9
15468327	2	8
15468329	2	8
1546837	1	7
154683927	1	9
15468397	2	8
15468723	2	8
154687293	1	9
154687329	0	9
154687392	1	9
154687923	0	9
15468793	2	8
15468923	2	8
154689273	1	9
154689327	1	9
154689372	1	9
1546897	1	7
154692378	0	9
15469238	2	8
1546927	1	7
154692837	1	9
154692873	0	9
15469327	2	8
154693287	1	9
1546937	1	7
154693827	1	9
15469387	2	8
15469723	2	8
154697283	1	9
154697328	0	9
154697382	1	9
154697823	0	9
15469783	2	8
154698237	1	9
154698273	1	9
15469832	2	8
154698372	1	9
1546987	1	7
154723	2	6
1547263	1	7
15472683	2	8
154726893	1	9
15472693	2	8
154726983	1	9
1547283	1	7
15472863	2	8
15472869	2	8
15472893	2	8
154728963	1	9
1547293	1	7
15472963	2	8
15472968	2	8
15472983	2	8
154729863	1	9
15473268	2	8
154732698	0	9
154732869	0	9
154732896	0	9
154732968	0	9
15473298	2	8
1547362	1	7
154736829	0	9
154736892	1	9
154736928	0	9
154736982	1	9
1547382	1	7
15473862	2	8
15473869	2	8
15473892	2	8
154738962	1	9
1547392	1	7
154739628	0	9
15473968	2	8
154739826	0	9
154739862	1	9
15476238	2	8
154762398	0	9
15476283	2	8
154762893	0	9
15476293	2	8
15476298	2	8
154763	2	6
15476823	2	8
15476829	2	8
15476832	2	8
15476839	2	8
15476892	2	8
15476893	2	8
15476923	2	8
15476928	2	8
154769328	0	9
15476938	2	8
154769823	0	9
15476983	2	8
154782369	0	9
154782396	0	9
15478263	2	8
154782693	0	9
15478293	2	8
154782963	0	9
154783	2	6
15478623	2	8
154786293	1	9
154786329	0	9
154786392	1	9
154786923	0	9
15478693	2	8
15478923	2	8
154789263	1	9
154789326	0	9
154789362	1	9
154789623	0	9
15478963	2	8
154792368	0	9
15479238	2	8
15479263	2	8
15479268	2	8
15479283	2	8
154792863	0	9
154793	2	6
15479623	2	8
154796283	1	9
154796328	0	9
154796382	1	9
154796823	0	9
15479683	2	8
15479823	2	8
154798263	1	9
15479832	2	8
154798362	1	9
15479862	2	8
15479863	2	8
15482367	2	8
154823697	1	9
1548237	1	7
154823967	1	9
15482397	2	8
1548263	1	7
1548267	1	7
154826937	1	9
154826973	1	9
1548273	1	7
15482763	2	8
15482769	2	8
15482793	2	8
154827963	1	9
1548293	1	7
154829637	1	9
15482967	2	8
1548297	1	7
154832	2	6
1548362	1	7
1548367	1	7
15483692	2	8
154836972	1	9
1548372	1	7
15483762	2	8
15483769	2	8
15483792	2	8
154837962	1	9
1548392	1	7
15483962	2	8
15483967	2	8
1548397	1	7
154862	2	6
15486327	2	8
154863297	1	9
1548637	1	7
15486392	2	8
15486397	2	8
15486723	2	8
15486729	2	8
15486732	2	8
15486739	2	8
15486792	2	8
15486793	2	8
154869237	1	9
15486927	2	8
15486932	2	8
15486937	2	8
1548697	1	7
15487	1	5
154892	2	6
154893267	1	9
15489327	2	8
15489362	2	8
15489367	2	8
1548937	1	7
154896237	1	9
154896273	1	9
15489632	2	8
154896372	1	9
1548967	1	7
15489723	2	8
154897263	1	9
15489732	2	8
154897362	1	9
15489762	2	8
15489763	2	8
15492367	2	8
154923687	1	9
1549237	1	7
15492386	2	8
15492387	2	8
1549263	1	7
1549267	1	7
15492683	2	8
154926873	1	9
1549273	1	7
15492763	2	8
15492768	2	8
15492783	2	8
154927863	1	9
1549283	1	7
154928637	1	9
15492867	2	8
1549287	1	7
154932678	0	9
15493268	2	8
1549327	1	7
154932867	1	9
154932876	0	9
1549362	1	7
1549367	1	7
154936827	1	9
154936872	1	9
1549372	1	7
154937628	0	9
15493768	2	8
154937826	0	9
154937862	1	9
1549382	1	7
15493862	2	8
15493867	2	8
1549387	1	7
154962378	0	9
15496238	2	8
1549627	1	7
154962837	1	9
154962873	0	9
15496327	2	8
154963287	1	9
1549637	1	7
154963827	1	9
15496387	2	8
15496723	2	8
15496728	2	8
154967328	0	9
15496738	2	8
154967823	0	9
15496783	2	8
154968237	1	9
15496827	2	8
15496832	2	8
15496837	2	8
1549687	1	7
15497	1	5
154982367	1	9
154982376	0	9
154982637	1	9
154982673	0	9
1549827	1	7
15498326	2	8
15498327	2	8
154983627	1	9
15498367	2	8
1549837	1	7
15498623	2	8
154986273	1	9
154986327	1	9
154986372	1	9
1549867	1	7
15498723	2	8
154987263	1	9
154987326	0	9
154987362	1	9
154987623	0	9
15498763	2	8
15623478	2	8
156234798	0	9
156234879	1	9
156234897	0	9
1562349	1	7
15623748	2	8
156237498	0	9
156237849	1	9
156237894	0	9
1562379	1	7
156238	2	6
156239478	0	9
15623948	2	8
156239748	0	9
15623978	2	8
156239847	0	9
156239874	0	9
1562437	1	7
15624387	2	8
156243897	1	9
15624397	2	8
15624398	2	8
15624738	2	8
156247398	0	9
15624783	2	8
156247893	0	9
15624793	2	8
15624798	2	8
156248	2	6
156249378	0	9
15624938	2	8
1562497	1	7
156249837	1	9
156249873	0	9
1562734	1	7
156273849	1	9
156273894	1	9
156273948	1	9
15627398	2	8
15627438	2	8
156274398	0	9
156274839	1	9
156274893	0	9
156274938	1	9
15627498	2	8
156278	2	6
156279348	0	9
15627938	2	8
1562794	1	7
156279834	1	9
156279843	0	9
15628347	2	8
156283497	1	9
156283749	1	9
156283794	1	9
156283947	1	9
15628397	2	8
156284379	1	9
156284397	0	9
156284739	1	9
156284793	0	9
156284937	1	9
156284973	1	9
156287349	1	9
156287394	0	9
15628743	2	8
156287493	0	9
15628793	2	8
156287943	1	9
156289347	0	9
156289374	0	9
156289437	1	9
156289473	0	9
156289734	1	9
156289743	0	9
15629347	2	8
15629348	2	8
156293748	1	9
15629378	2	8
156293847	1	9
15629387	2	8
1562943	1	7
156294738	1	9
15629478	2	8
156294837	1	9
156294873	1	9
1562973	1	7
15629743	2	8
15629748	2	8
15629783	2	8
156297843	1	9
156298	2	6
156324789	0	9
156324798	0	9
15632487	2	8
156324897	0	9
15632497	2	8
156324987	0	9
156327	2	6
15632847	2	8
156328497	1	9
156328749	0	9
156328794	1	9
156328947	0	9
15632897	2	8
15632947	2	8
156329487	1	9
156329748	0	9
156329784	1	9
156329847	0	9
15632987	2	8
1563427	1	7
15634287	2	8
156342897	1	9
15634297	2	8
15634298	2	8
156347	2	6
15634827	2	8
156348297	1	9
1563487	1	7
15634892	2	8
15634897	2	8
15634927	2	8
156349287	1	9
1563497	1	7
156349827	1	9
15634987	2	8
1563724	1	7
156372849	1	9
156372894	1	9
156372948	1	9
15637298	2	8
156374289	0	9
156374298	0	9
156374829	1	9
156374892	0	9
156374928	1	9
156374982	0	9
156378249	0	9
156378294	1	9
1563784	1	7
15637892	2	8
156378942	0	9
156379248	0	9
156379284	1	9
1563794	1	7
156379824	1	9
156379842	0	9
15638247	2	8
156382497	1	9
156382749	1	9
156382794	1	9
156382947	1	9
15638297	2	8
15638427	2	8
156384297	0	9
156384729	1	9
156384792	0	9
156384927	1	9
15638497	2	8
156387	2	6
156389247	0	9
15638927	2	8
156389427	1	9
15638947	2	8
156389724	1	9
156389742	0	9
15639247	2	8
15639248	2	8
156392748	1	9
15639278	2	8
156392847	1	9
15639287	2	8
15639427	2	8
156394287	0	9
156394728	1	9
156394782	0	9
156394827	1	9
15639487	2	8
156397	2	6
156398247	0	9
15639827	2	8
15639842	2	8
15639847	2	8
15639872	2	8
156398742	0	9
156423789	0	9
156423798	0	9
15642387	2	8
156423897	0	9
15642397	2	8
156423987	0	9
1564273	1	7
15642783	2	8
156427893	1	9
15642793	2	8
156427983	1	9
1564283	1	7
156428739	0	9
156428793	1	9
156428937	0	9
156428973	1	9
1564293	1	7
156429738	0	9
156429783	1	9
156429837	0	9
156429873	1	9
15643278	2	8
156432798	0	9
156432879	1	9
156432897	0	9
1564329	1	7
1564372	1	7
156437829	1	9
156437892	1	9
1564379	1	7
1564382	1	7
15643872	2	8
156438792	1	9
1564389	1	7
1564392	1	7
156439728	0	9
156439782	1	9
156439827	0	9
156439872	1	9
15647238	2	8
156472398	0	9
156472839	1	9
156472893	0	9
156472938	1	9
15647298	2	8
156473289	0	9
156473298	0	9
156473829	1	9
156473892	0	9
156473928	1	9
156473982	0	9
156478239	0	9
156478293	1	9
15647832	2	8
156478392	1	9
15647892	2	8
156478932	0	9
156479238	0	9
156479283	1	9
156479328	0	9
156479382	1	9
156479823	0	9
156479832	0	9
156482379	1	9
156482397	0	9
156482739	1	9
156482793	0	9
156482937	1	9
156482973	1	9
15648327	2	8
156483297	0	9
156483729	1	9
156483792	0	9
156483927	1	9
15648397	2	8
15648723	2	8
156487293	1	9
156487329	1	9
156487392	1	9
156487923	1	9
15648793	2	8
156489237	0	9
156489273	1	9
156489327	0	9
156489372	1	9
156489723	0	9
156489732	0	9
1564923	1	7
156492738	1	9
15649278	2	8
156492837	1	9
156492873	1	9
15649327	2	8
156493287	0	9
156493728	1	9
156493782	0	9
156493827	1	9
15649387	2	8
15649723	2	8
156497283	1	9
1564973	1	7
156497823	1	9
15649783	2	8
156498237	0	9
156498273	1	9
1564983	1	7
15649872	2	8
156498732	0	9
156723	2	6
1567243	1	7
15672483	2	8
156724893	1	9
15672493	2	8
156724983	1	9
1567283	1	7
15672843	2	8
15672849	2	8
15672893	2	8
156728943	1	9
1567293	1	7
15672943	2	8
15672948	2	8
15672983	2	8
156729843	1	9
15673248	2	8
156732498	0	9
156732849	1	9
156732894	0	9
1567329	1	7
1567342	1	7
156734829	1	9
156734892	1	9
1567349	1	7
1567382	1	7
15673842	2	8
15673849	2	8
1567389	1	7
1567392	1	7
156739428	0	9
15673948	2	8
156739824	0	9
156739842	1	9
15674238	2	8
156742398	0	9
15674283	2	8
156742893	0	9
15674293	2	8
15674298	2	8
156743	2	6
15674823	2	8
15674829	2	8
15674832	2	8
15674839	2	8
15674892	2	8
15674893	2	8
15674923	2	8
15674928	2	8
156749328	0	9
15674938	2	8
156749823	0	9
15674983	2	8
156782349	1	9
156782394	0	9
15678243	2	8
156782493	0	9
15678293	2	8
156782943	1	9
156783	2	6
15678423	2	8
156784293	1	9
156784329	1	9
156784392	1	9
156784923	1	9
15678493	2	8
15678923	2	8
156789243	1	9
156789324	0	9
156789342	1	9
156789423	0	9
15678943	2	8
1567923	1	7
15679243	2	8
15679248	2	8
15679283	2	8
156792843	1	9
156793	2	6
15679423	2	8
156794283	1	9
1567943	1	7
156794823	1	9
15679483	2	8
15679823	2	8
156798243	1	9
1567983	1	7
15679842	2	8
15679843	2	8
15682347	2	8
156823497	1	9
156823749	0	9
156823794	1	9
156823947	0	9
15682397	2	8
1568243	1	7
156824739	0	9
156824793	1	9
156824937	0	9
156824973	1	9
1568273	1	7
15682743	2	8
15682749	2	8
15682793	2	8
156827943	1	9
1568293	1	7
156829437	1	9
15682947	2	8
156829734	1	9
156829743	1	9
156832	2	6
1568342	1	7
15683472	2	8
156834792	1	9
1568349	1	7
1568372	1	7
15683742	2	8
15683749	2	8
1568379	1	7
1568392	1	7
15683942	2	8
15683947	2	8
15683972	2	8
156839742	1	9
156842	2	6
15684327	2	8
156843297	1	9
1568437	1	7
15684392	2	8
15684397	2	8
15684723	2	8
15684729	2	8
15684732	2	8
15684739	2	8
15684792	2	8
15684793	2	8
156849237	1	9
15684927	2	8
15684932	2	8
15684937	2	8
1568497	1	7
156872	2	6
156873249	0	9
156873294	1	9
1568734	1	7
15687392	2	8
156873942	0	9
156874239	0	9
156874293	1	9
15687432	2	8
156874392	1	9
15687492	2	8
156874932	0	9
156879234	1	9
156879243	1	9
15687932	2	8
156879342	1	9
1568794	1	7
156892	2	6
156893247	0	9
15689327	2	8
15689342	2	8
15689347	2	8
15689372	2	8
156893742	0	9
156894237	0	9
156894273	1	9
1568943	1	7
15689472	2	8
156894732	0	9
15689723	2	8
156897243	1	9
1568973	1	7
15689742	2	8
15689743	2	8
15692347	2	8
156923487	1	9
156923748	0	9
156923784	1	9
156923847	0	9
15692387	2	8
1569243	1	7
156924738	0	9
156924783	1	9
156924837	0	9
156924873	1	9
1569273	1	7
15692743	2	8
15692748	2	8
15692783	2	8
156927843	1	9
1569283	1	7
156928437	1	9
15692847	2	8
156928734	1	9
156928743	1	9
156932478	0	9
15693248	2	8
156932748	0	9
15693278	2	8
156932847	0	9
156932874	0	9
1569342	1	7
156934728	0	9
156934782	1	9
156934827	0	9
156934872	1	9
1569372	1	7
156937428	0	9
15693748	2	8
156937824	0	9
156937842	1	9
1569382	1	7
15693842	2	8
15693847	2	8
15693872	2	8
156938742	1	9
156942378	0	9
15694238	2	8
1569427	1	7
156942837	1	9
156942873	0	9
15694327	2	8
156943287	1	9
1569437	1	7
156943827	1	9
15694387	2	8
15694723	2	8
15694728	2	8
156947328	0	9
15694738	2	8
156947823	0	9
15694783	2	8
156948237	1	9
15694827	2	8
15694832	2	8
15694837	2	8
1569487	1	7
156972348	0	9
15697238	2	8
1569724	1	7
156972834	1	9
156972843	0	9
156973248	0	9
156973284	1	9
1569734	1	7
156973824	1	9
156973842	0	9
156974238	0	9
156974283	1	9
156974328	0	9
156974382	1	9
156974823	0	9
156974832	0	9
156978234	1	9
156978243	1	9
15697832	2	8
156978342	1	9
1569784	1	7
156982347	0	9
156982374	0	9
156982437	1	9
156982473	0	9
156982734	1	9
156982743	0	9
156983247	0	9
15698327	2	8
156983427	1	9
15698347	2	8
156983724	1	9
156983742	0	9
156984237	0	9
156984273	1	9
156984327	0	9
156984372	1	9
156984723	0	9
156984732	0	9
15698723	2	8
156987243	1	9
156987324	0	9
156987342	1	9
156987423	0	9
15698743	2	8
15723468	2	8
157234698	0	9
15723486	2	8
157234896	0	9
15723496	2	8
15723498	2	8
1572364	1	7
15723684	2	8
157236894	1	9
15723694	2	8
15723698	2	8
157238	2	6
1572394	1	7
157239648	0	9
15723968	2	8
157239846	0	9
157239864	1	9
15724	1	5
1572634	1	7
157263849	1	9
157263894	1	9
157263948	1	9
15726398	2	8
15726438	2	8
157264398	0	9
157264839	1	9
157264893	0	9
157264938	1	9
15726498	2	8
157268	2	6
157269348	0	9
15726938	2	8
1572694	1	7
157269834	1	9
157269843	0	9
1572834	1	7
157283649	1	9
157283694	1	9
1572839	1	7
15728436	2	8
157284396	0	9
157284639	1	9
157284693	0	9
1572849	1	7
15728634	2	8
157286394	1	9
1572864	1	7
1572869	1	7
157289346	0	9
157289364	1	9
1572894	1	7
157289634	1	9
157289643	0	9
1572934	1	7
157293648	1	9
15729368	2	8
1572938	1	7
15729436	2	8
15729438	2	8
157294638	1	9
15729468	2	8
1572948	1	7
15729634	2	8
15729638	2	8
1572964	1	7
1572968	1	7
157298	2	6
157324689	0	9
157324698	0	9
15732486	2	8
157324896	0	9
15732496	2	8
157324986	0	9
1573264	1	7
15732684	2	8
15732689	2	8
15732694	2	8
157326984	1	9
1573284	1	7
157328649	0	9
157328694	1	9
157328946	0	9
157328964	1	9
1573294	1	7
157329648	0	9
157329684	1	9
157329846	0	9
15732986	2	8
15734	1	5
1573624	1	7
157362849	1	9
157362894	1	9
157362948	1	9
15736298	2	8
157364289	0	9
157364298	0	9
157364829	1	9
157364892	0	9
157364928	1	9
157364982	0	9
157368249	0	9
157368294	1	9
1573684	1	7
15736892	2	8
157368942	0	9
157369248	0	9
157369284	1	9
1573694	1	7
157369824	1	9
157369842	0	9
1573824	1	7
157382649	1	9
157382694	1	9
1573829	1	7
15738426	2	8
157384296	0	9
157384629	1	9
157384692	0	9
1573849	1	7
15738624	2	8
15738629	2	8
1573864	1	7
1573869	1	7
157389246	0	9
15738926	2	8
1573894	1	7
157389624	1	9
157389642	0	9
1573924	1	7
157392648	1	9
15739268	2	8
1573928	1	7
15739426	2	8
157394286	0	9
157394628	1	9
157394682	0	9
1573948	1	7
15739624	2	8
157396284	1	9
1573964	1	7
1573968	1	7
157398246	0	9
157398264	1	9
1573984	1	7
15739862	2	8
157398642	0	9
157423689	0	9
157423698	0	9
15742386	2	8
157423896	0	9
15742396	2	8
157423986	0	9
157426	2	6
1574283	1	7
157428639	0	9
157428693	1	9
157428936	0	9
15742896	2	8
1574293	1	7
157429638	0	9
157429683	1	9
157429836	0	9
15742986	2	8
15743268	2	8
157432698	0	9
15743286	2	8
157432896	0	9
15743296	2	8
15743298	2	8
157436	2	6
1574382	1	7
15743862	2	8
157438692	1	9
15743892	2	8
15743896	2	8
1574392	1	7
157439628	0	9
157439682	1	9
157439826	0	9
15743986	2	8
15746238	2	8
157462398	0	9
157462839	1	9
157462893	0	9
157462938	1	9
15746298	2	8
157463289	0	9
157463298	0	9
157463829	1	9
157463892	0	9
157463928	1	9
157463982	0	9
157468239	0	9
157468293	1	9
15746832	2	8
157468392	1	9
15746892	2	8
157468932	0	9
157469238	0	9
157469283	1	9
157469328	0	9
157469382	1	9
157469823	0	9
157469832	0	9
15748236	2	8
157482396	0	9
157482639	1	9
157482693	0	9
1574829	1	7
15748326	2	8
157483296	0	9
157483629	1	9
157483692	0	9
1574839	1	7
157486	2	6
157489236	0	9
15748926	2	8
157489326	0	9
15748936	2	8
157489623	0	9
157489632	0	9
15749236	2	8
15749238	2	8
157492638	1	9
15749268	2	8
1574928	1	7
15749326	2	8
157493286	0	9
157493628	1	9
157493682	0	9
1574938	1	7
157496	2	6
157498236	0	9
15749826	2	8
15749832	2	8
15749836	2	8
15749862	2	8
157498632	0	9
1576234	1	7
15762384	2	8
15762389	2	8
15762394	2	8
157623984	1	9
157624	2	6
1576283	1	7
1576284	1	7
157628934	1	9
15762894	2	8
1576293	1	7
1576294	1	7
15762983	2	8
15762984	2	8
1576324	1	7
15763284	2	8
157632894	1	9
15763294	2	8
15763298	2	8
157634	2	6
1576382	1	7
1576384	1	7
15763892	2	8
15763894	2	8
1576392	1	7
1576394	1	7
157639824	1	9
15763984	2	8
15764	1	5
15768234	2	8
157682394	1	9
1576824	1	7
1576829	1	7
15768324	2	8
15768329	2	8
1576834	1	7
1576839	1	7
157684	2	6
15768923	2	8
15768924	2	8
157689324	1	9
15768934	2	8
1576894	1	7
15769234	2	8
15769238	2	8
1576924	1	7
1576928	1	7
15769324	2	8
157693284	1	9
1576934	1	7
1576938	1	7
157694	2	6
157698234	1	9
15769824	2	8
15769832	2	8
15769834	2	8
1576984	1	7
1578234	1	7
157823649	0	9
157823694	1	9
157823946	0	9
157823964	1	9
1578243	1	7
157824639	0	9
157824693	1	9
157824936	0	9
15782496	2	8
1578263	1	7
1578264	1	7
157826934	1	9
15782694	2	8
1578293	1	7
1578294	1	7
157829634	1	9
157829643	1	9
157832	2	6
1578342	1	7
15783462	2	8
157834692	1	9
15783492	2	8
15783496	2	8
1578362	1	7
1578364	1	7
15783692	2	8
15783694	2	8
1578392	1	7
1578394	1	7
15783962	2	8
157839642	1	9
15784	1	5
157862	2	6
157863249	0	9
157863294	1	9
1578634	1	7
15786392	2	8
157863942	0	9
157864239	0	9
157864293	1	9
15786432	2	8
157864392	1	9
15786492	2	8
157864932	0	9
157869234	1	9
157869243	1	9
15786932	2	8
157869342	1	9
1578694	1	7
157892	2	6
157893246	0	9
157893264	1	9
1578934	1	7
15789362	2	8
157893642	0	9
157894236	0	9
15789426	2	8
15789432	2	8
15789436	2	8
15789462	2	8
157894632	0	9
157896234	1	9
15789624	2	8
15789632	2	8
15789634	2	8
1578964	1	7
1579234	1	7
157923648	0	9
157923684	1	9
157923846	0	9
15792386	2	8
1579243	1	7
157924638	0	9
157924683	1	9
157924836	0	9
15792486	2	8
1579263	1	7
1579264	1	7
15792683	2	8
15792684	2	8
1579283	1	7
1579284	1	7
157928634	1	9
157928643	1	9
1579324	1	7
157932648	0	9
15793268	2	8
157932846	0	9
157932864	1	9
1579342	1	7
157934628	0	9
157934682	1	9
157934826	0	9
15793486	2	8
1579362	1	7
1579364	1	7
157936824	1	9
15793684	2	8
1579382	1	7
1579384	1	7
15793862	2	8
157938642	1	9
15794	1	5
157962348	0	9
15796238	2	8
1579624	1	7
157962834	1	9
157962843	0	9
157963248	0	9
157963284	1	9
1579634	1	7
157963824	1	9
157963842	0	9
157964238	0	9
157964283	1	9
157964328	0	9
157964382	1	9
157964823	0	9
157964832	0	9
157968234	1	9
157968243	1	9
15796832	2	8
157968342	1	9
1579684	1	7
157982346	0	9
157982364	1	9
1579824	1	7
157982634	1	9
157982643	0	9
157983246	0	9
15798326	2	8
1579834	1	7
157983624	1	9
157983642	0	9
157984236	0	9
15798426	2	8
157984326	0	9
15798436	2	8
157984623	0	9
157984632	0	9
15798623	2	8
15798624	2	8
157986324	1	9
15798634	2	8
1579864	1	7
158234679	1	9
158234697	0	9
15823476	2	8
158234796	0	9
15823496	2	8
158234976	1	9
158236479	0	9
158236497	1	9
15823674	2	8
158236794	1	9
15823694	2	8
158236974	0	9
158237469	0	9
158237496	0	9
158237649	1	9
158237694	0	9
158237946	1	9
158237964	0	9
158239467	1	9
158239476	0	9
158239647	0	9
158239674	0	9
158239746	0	9
158239764	1	9
15824367	2	8
158243697	1	9
1582437	1	7
158243967	1	9
15824397	2	8
158246379	0	9
158246397	1	9
1582467	1	7
158246937	1	9
158246973	0	9
158247369	0	9
158247396	0	9
15824763	2	8
158247693	0	9
15824793	2	8
158247963	0	9
158249367	1	9
158249376	0	9
158249637	1	9
158249673	0	9
1582497	1	7
15826347	2	8
158263497	1	9
158263749	1	9
158263794	1	9
158263947	1	9
15826397	2	8
158264379	1	9
158264397	0	9
158264739	1	9
158264793	0	9
158264937	1	9
158264973	1	9
158267349	1	9
158267394	0	9
15826743	2	8
158267493	0	9
15826793	2	8
158267943	1	9
158269347	0	9
158269374	0	9
158269437	1	9
158269473	0	9
158269734	1	9
158269743	0	9
1582734	1	7
158273649	1	9
158273694	1	9
1582739	1	7
15827436	2	8
158274396	0	9
158274639	1	9
158274693	0	9
1582749	1	7
15827634	2	8
158276394	1	9
1582764	1	7
1582769	1	7
158279346	0	9
158279364	1	9
1582794	1	7
158279634	1	9
158279643	0	9
158293467	1	9
15829347	2	8
158293647	1	9
15829367	2	8
1582937	1	7
15829436	2	8
158294376	1	9
158294637	1	9
158294673	1	9
1582947	1	7
15829634	2	8
158296374	0	9
158296437	1	9
